date,channel,sessions,unique_visitors,leads_generated,cost
2026-07-30,google,79,54,0,169800.0
2026-07-30,facebook,37,26,0,70600.0
2026-07-30,referral,27,18,0,0.0
2026-07-30,organic,51,29,0,0.0
2026-07-31,instagram,201,149,1,172300.0
2026-07-31,telegram,83,48,1,86800.0
2026-07-31,google,68,37,0,94900.0
2026-07-31,facebook,48,37,0,97700.0
2026-07-31,referral,25,14,0,0.0
2026-07-31,organic,59,32,1,0.0
2026-08-01,instagram,184,126,0,366700.0
2026-08-01,telegram,112,73,0,185300.0
2026-08-01,google,60,42,0,60700.0
2026-08-01,facebook,55,33,0,56900.0
2026-08-01,referral,28,20,2,0.0
2026-08-01,organic,66,52,1,0.0
2026-08-02,instagram,102,80,2,109200.0
2026-08-02,telegram,86,50,0,97400.0
2026-08-02,google,90,63,0,97300.0
2026-08-02,facebook,62,38,0,108500.0
2026-08-02,referral,33,19,0,0.0
2026-08-02,organic,62,45,0,0.0
2026-08-03,instagram,137,83,0,202700.0
2026-08-03,telegram,138,102,1,176200.0
2026-08-03,google,79,53,0,145000.0
2026-08-03,facebook,32,23,0,33000.0
2026-08-03,referral,26,16,1,0.0
2026-08-03,organic,74,49,0,0.0
2026-08-04,instagram,120,83,0,193400.0
2026-08-04,telegram,95,58,1,106100.0
2026-08-04,google,125,78,0,149000.0
2026-08-04,facebook,34,26,0,69000.0
2026-08-04,referral,37,25,0,0.0
2026-08-04,organic,64,47,1,0.0
2026-08-05,instagram,100,67,0,140900.0
2026-08-05,telegram,115,64,0,244900.0
2026-08-05,google,59,34,0,108500.0
2026-08-05,facebook,55,42,0,85800.0
2026-08-05,referral,29,17,0,0.0
2026-08-05,organic,41,29,0,0.0
2026-08-06,instagram,112,83,2,105500.0
2026-08-06,telegram,80,54,1,153800.0
2026-08-06,google,93,61,0,174600.0
2026-08-06,facebook,31,17,0,55600.0
2026-08-06,referral,29,22,1,0.0
2026-08-06,organic,73,43,1,0.0
2026-08-07,instagram,126,92,0,254500.0
2026-08-07,telegram,121,91,0,196300.0
2026-08-07,google,74,58,0,67500.0
2026-08-07,facebook,51,31,0,49500.0
2026-08-07,referral,43,26,1,0.0
2026-08-07,organic,44,25,0,0.0
2026-08-08,instagram,143,85,1,294000.0
2026-08-08,telegram,105,78,2,155400.0
2026-08-08,google,60,43,0,52000.0
2026-08-08,facebook,47,32,0,88900.0
2026-08-08,referral,26,15,1,0.0
2026-08-08,organic,68,45,1,0.0
2026-08-09,instagram,181,123,1,217500.0
2026-08-09,telegram,107,72,1,217800.0
2026-08-09,google,85,66,0,70100.0
2026-08-09,facebook,60,38,0,104200.0
2026-08-09,referral,38,27,0,0.0
2026-08-09,organic,34,20,1,0.0
2026-08-10,instagram,169,117,1,237100.0
2026-08-10,telegram,73,53,0,129800.0
2026-08-10,google,38,21,0,50600.0
2026-08-10,facebook,47,36,0,66200.0
2026-08-10,referral,26,20,0,0.0
2026-08-10,organic,71,39,1,0.0
2026-08-11,instagram,168,104,1,228200.0
2026-08-11,telegram,90,67,0,82900.0
2026-08-11,google,91,69,0,127900.0
2026-08-11,facebook,47,34,0,84500.0
2026-08-11,referral,31,24,0,0.0
2026-08-11,organic,62,34,0,0.0
2026-08-12,instagram,178,104,1,196400.0
2026-08-12,telegram,105,75,0,145900.0
2026-08-12,google,101,61,0,169000.0
2026-08-12,facebook,65,35,0,114700.0
2026-08-12,referral,29,20,1,0.0
2026-08-12,organic,70,50,0,0.0
2026-08-13,instagram,143,81,0,301000.0
2026-08-13,telegram,115,77,0,240600.0
2026-08-13,google,66,50,1,107600.0
2026-08-13,facebook,61,34,0,96300.0
2026-08-13,referral,23,12,0,0.0
2026-08-13,organic,43,31,1,0.0
2026-08-14,instagram,208,152,1,399300.0
2026-08-14,telegram,59,37,0,110900.0
2026-08-14,google,64,38,0,90200.0
2026-08-14,facebook,63,46,0,72200.0
2026-08-14,referral,23,16,1,0.0
2026-08-14,organic,48,31,0,0.0
2026-08-15,instagram,161,88,1,217000.0
2026-08-15,telegram,110,63,0,155300.0
2026-08-15,google,51,38,0,66600.0
2026-08-15,facebook,56,39,0,112000.0
2026-08-15,referral,21,16,1,0.0
2026-08-15,organic,58,36,1,0.0
2026-08-16,instagram,142,91,0,296900.0
2026-08-16,telegram,74,50,0,84800.0
2026-08-16,google,95,60,0,190900.0
2026-08-16,facebook,54,32,0,100200.0
2026-08-16,referral,43,27,0,0.0
2026-08-16,organic,64,45,0,0.0
2026-08-17,instagram,212,157,0,286900.0
2026-08-17,telegram,99,56,1,117200.0
2026-08-17,google,46,29,0,84700.0
2026-08-17,facebook,54,34,0,85600.0
2026-08-17,referral,11,7,0,0.0
2026-08-17,organic,48,35,0,0.0
2026-08-18,instagram,150,111,1,278000.0
2026-08-18,telegram,99,69,2,113500.0
2026-08-18,google,85,49,0,166400.0
2026-08-18,facebook,35,25,0,67400.0
2026-08-18,referral,33,19,1,0.0
2026-08-18,organic,25,15,0,0.0
2026-08-19,instagram,137,109,1,297900.0
2026-08-19,telegram,92,68,0,105800.0
2026-08-19,google,102,74,1,193800.0
2026-08-19,facebook,67,38,0,87000.0
2026-08-19,referral,31,23,1,0.0
2026-08-19,organic,44,28,0,0.0
2026-08-20,instagram,216,118,1,279900.0
2026-08-20,telegram,122,75,0,195000.0
2026-08-20,google,111,64,1,130500.0
2026-08-20,facebook,41,28,0,88900.0
2026-08-20,referral,30,20,0,0.0
2026-08-20,organic,70,47,1,0.0
2026-08-21,instagram,114,68,1,137200.0
2026-08-21,telegram,80,45,0,74000.0
2026-08-21,google,94,68,1,203900.0
2026-08-21,facebook,47,37,1,82700.0
2026-08-21,referral,29,19,2,0.0
2026-08-21,organic,46,34,0,0.0
2026-08-22,instagram,166,128,1,340300.0
2026-08-22,telegram,92,63,0,132400.0
2026-08-22,google,52,37,1,89000.0
2026-08-22,facebook,52,41,0,66000.0
2026-08-22,referral,41,24,1,0.0
2026-08-22,organic,78,51,1,0.0
2026-08-23,instagram,165,90,0,172400.0
2026-08-23,telegram,132,90,0,118000.0
2026-08-23,google,60,42,0,94000.0
2026-08-23,facebook,61,43,0,61000.0
2026-08-23,referral,34,27,2,0.0
2026-08-23,organic,54,31,0,0.0
2026-08-24,instagram,168,122,1,161700.0
2026-08-24,telegram,73,46,0,81700.0
2026-08-24,google,56,32,0,80600.0
2026-08-24,facebook,41,32,0,67500.0
2026-08-24,referral,40,23,1,0.0
2026-08-24,organic,34,24,0,0.0
2026-08-25,instagram,158,108,1,187500.0
2026-08-25,telegram,124,78,0,229600.0
2026-08-25,google,60,33,1,58100.0
2026-08-25,facebook,64,43,0,111700.0
2026-08-25,referral,38,25,1,0.0
2026-08-25,organic,38,30,0,0.0
2026-08-26,instagram,188,121,2,322400.0
2026-08-26,telegram,102,56,1,127100.0
2026-08-26,google,74,57,0,130000.0
2026-08-26,facebook,39,21,0,82000.0
2026-08-26,referral,36,28,0,0.0
2026-08-26,organic,63,35,0,0.0
2026-08-27,instagram,196,109,0,340100.0
2026-08-27,telegram,78,48,0,120700.0
2026-08-27,google,96,56,0,135900.0
2026-08-27,facebook,50,38,0,69300.0
2026-08-27,referral,41,27,0,0.0
2026-08-27,organic,69,51,1,0.0
2026-08-28,instagram,161,91,1,326100.0
2026-08-28,telegram,153,107,1,231500.0
2026-08-28,google,66,44,0,102400.0
2026-08-28,facebook,47,27,0,87800.0
2026-08-28,referral,35,25,1,0.0
2026-08-28,organic,65,43,1,0.0
2026-08-29,instagram,207,143,0,296400.0
2026-08-29,telegram,110,69,0,153100.0
2026-08-29,google,97,66,0,167000.0
2026-08-29,facebook,60,43,0,60700.0
2026-08-29,referral,37,28,2,0.0
2026-08-29,organic,50,33,0,0.0
2026-08-30,instagram,166,123,0,159700.0
2026-08-30,telegram,50,32,0,103100.0
2026-08-30,google,56,38,0,45500.0
2026-08-30,facebook,64,43,0,127600.0
2026-08-30,referral,27,17,0,0.0
2026-08-30,organic,81,57,0,0.0
2026-08-31,instagram,132,74,2,234300.0
2026-08-31,telegram,106,79,2,188900.0
2026-08-31,google,72,53,0,135900.0
2026-08-31,facebook,50,31,0,100800.0
2026-08-31,referral,18,13,0,0.0
2026-08-31,organic,51,38,1,0.0
