attendance_id,student_id,group_id,date,status
A005119,S0168,G024,2026-06-25,present
A005120,S0172,G024,2026-06-25,present
A005121,S0173,G024,2026-06-25,present
A005122,S0235,G024,2026-06-25,present
A005123,S0247,G024,2026-06-25,present
A005124,S0259,G024,2026-06-25,present
A005125,S0089,G024,2026-06-27,absent
A005126,S0097,G024,2026-06-27,present
A005127,S0168,G024,2026-06-27,present
A005128,S0172,G024,2026-06-27,present
A005129,S0173,G024,2026-06-27,absent
A005130,S0235,G024,2026-06-27,present
A005131,S0247,G024,2026-06-27,present
A005132,S0259,G024,2026-06-27,present
A005133,S0089,G024,2026-06-29,present
A005134,S0097,G024,2026-06-29,present
A005135,S0168,G024,2026-06-29,absent
A005136,S0172,G024,2026-06-29,present
A005137,S0173,G024,2026-06-29,present
A005138,S0235,G024,2026-06-29,absent
A005139,S0247,G024,2026-06-29,present
A005140,S0259,G024,2026-06-29,present
A005141,S0089,G024,2026-07-01,present
A005142,S0097,G024,2026-07-01,present
A005143,S0146,G024,2026-07-01,present
A005144,S0168,G024,2026-07-01,late
A005145,S0172,G024,2026-07-01,present
A005146,S0173,G024,2026-07-01,present
A005147,S0235,G024,2026-07-01,present
A005148,S0247,G024,2026-07-01,late
A005149,S0259,G024,2026-07-01,present
A005150,S0089,G024,2026-07-03,present
A005151,S0097,G024,2026-07-03,present
A005152,S0146,G024,2026-07-03,excused
A005153,S0168,G024,2026-07-03,present
A005154,S0172,G024,2026-07-03,absent
A005155,S0173,G024,2026-07-03,present
A005156,S0235,G024,2026-07-03,present
A005157,S0247,G024,2026-07-03,excused
A005158,S0259,G024,2026-07-03,present
A005159,S0029,G024,2026-07-07,present
A005160,S0089,G024,2026-07-07,present
A005161,S0097,G024,2026-07-07,present
A005162,S0146,G024,2026-07-07,present
A005163,S0168,G024,2026-07-07,present
A005164,S0172,G024,2026-07-07,present
A005165,S0173,G024,2026-07-07,present
A005166,S0235,G024,2026-07-07,present
A005167,S0247,G024,2026-07-07,late
A005168,S0259,G024,2026-07-07,present
A005169,S0029,G024,2026-07-09,present
A005170,S0089,G024,2026-07-09,present
A005171,S0097,G024,2026-07-09,present
A005172,S0146,G024,2026-07-09,present
A005173,S0168,G024,2026-07-09,present
A005174,S0172,G024,2026-07-09,absent
A005175,S0173,G024,2026-07-09,absent
A005176,S0235,G024,2026-07-09,excused
A005177,S0247,G024,2026-07-09,late
A005178,S0259,G024,2026-07-09,present
A005179,S0029,G024,2026-07-11,present
A005180,S0089,G024,2026-07-11,present
A005181,S0097,G024,2026-07-11,present
A005182,S0146,G024,2026-07-11,present
A005183,S0168,G024,2026-07-11,present
A005184,S0172,G024,2026-07-11,late
A005185,S0173,G024,2026-07-11,present
A005186,S0235,G024,2026-07-11,present
A005187,S0247,G024,2026-07-11,present
A005188,S0259,G024,2026-07-11,present
A005189,S0029,G024,2026-07-13,absent
A005190,S0089,G024,2026-07-13,present
A005191,S0097,G024,2026-07-13,present
A005192,S0146,G024,2026-07-13,present
A005193,S0168,G024,2026-07-13,present
A005194,S0172,G024,2026-07-13,present
A005195,S0173,G024,2026-07-13,absent
A005196,S0235,G024,2026-07-13,absent
A005197,S0247,G024,2026-07-13,present
A005198,S0259,G024,2026-07-13,present
A005199,S0029,G024,2026-07-15,present
A005200,S0089,G024,2026-07-15,present
A005201,S0097,G024,2026-07-15,present
A005202,S0146,G024,2026-07-15,present
A005203,S0168,G024,2026-07-15,present
A005204,S0172,G024,2026-07-15,absent
A005205,S0173,G024,2026-07-15,late
A005206,S0235,G024,2026-07-15,present
A005207,S0245,G024,2026-07-15,present
A005208,S0247,G024,2026-07-15,present
A005209,S0259,G024,2026-07-15,present
A005210,S0029,G024,2026-07-17,present
A005211,S0089,G024,2026-07-17,present
A005212,S0097,G024,2026-07-17,excused
A005213,S0146,G024,2026-07-17,present
A005214,S0168,G024,2026-07-17,present
A005215,S0172,G024,2026-07-17,present
A005216,S0173,G024,2026-07-17,present
A005217,S0235,G024,2026-07-17,present
A005218,S0245,G024,2026-07-17,present
A005219,S0247,G024,2026-07-17,present
A005220,S0259,G024,2026-07-17,present
A005221,S0029,G024,2026-07-21,present
A005222,S0089,G024,2026-07-21,absent
A005223,S0097,G024,2026-07-21,late
A005224,S0146,G024,2026-07-21,present
A005225,S0168,G024,2026-07-21,present
A005226,S0172,G024,2026-07-21,absent
A005227,S0173,G024,2026-07-21,excused
A005228,S0235,G024,2026-07-21,absent
A005229,S0245,G024,2026-07-21,present
A005230,S0247,G024,2026-07-21,absent
A005231,S0259,G024,2026-07-21,present
A005232,S0029,G024,2026-07-23,present
A005233,S0089,G024,2026-07-23,present
A005234,S0097,G024,2026-07-23,late
A005235,S0146,G024,2026-07-23,late
A005236,S0168,G024,2026-07-23,present
A005237,S0172,G024,2026-07-23,present
A005238,S0173,G024,2026-07-23,present
A005239,S0235,G024,2026-07-23,present
A005240,S0245,G024,2026-07-23,present
A005241,S0247,G024,2026-07-23,present
A005242,S0259,G024,2026-07-23,present
A005243,S0029,G024,2026-07-25,present
A005244,S0089,G024,2026-07-25,late
A005245,S0097,G024,2026-07-25,late
A005246,S0146,G024,2026-07-25,present
A005247,S0168,G024,2026-07-25,present
A005248,S0172,G024,2026-07-25,present
A005249,S0173,G024,2026-07-25,present
A005250,S0235,G024,2026-07-25,present
A005251,S0245,G024,2026-07-25,present
A005252,S0247,G024,2026-07-25,present
A005253,S0259,G024,2026-07-25,excused
A005254,S0029,G024,2026-07-27,present
A005255,S0089,G024,2026-07-27,present
A005256,S0097,G024,2026-07-27,present
A005257,S0146,G024,2026-07-27,present
A005258,S0168,G024,2026-07-27,present
A005259,S0172,G024,2026-07-27,present
A005260,S0173,G024,2026-07-27,present
A005261,S0235,G024,2026-07-27,present
A005262,S0245,G024,2026-07-27,excused
A005263,S0247,G024,2026-07-27,present
A005264,S0259,G024,2026-07-27,present
A005265,S0029,G024,2026-07-29,absent
A005266,S0089,G024,2026-07-29,absent
A005267,S0097,G024,2026-07-29,late
A005268,S0146,G024,2026-07-29,present
A005269,S0168,G024,2026-07-29,present
A005270,S0172,G024,2026-07-29,absent
A005271,S0173,G024,2026-07-29,excused
A005272,S0235,G024,2026-07-29,present
A005273,S0245,G024,2026-07-29,excused
A005274,S0247,G024,2026-07-29,present
A005275,S0259,G024,2026-07-29,present
A005276,S0029,G024,2026-07-31,late
A005277,S0089,G024,2026-07-31,absent
A005278,S0097,G024,2026-07-31,present
A005279,S0146,G024,2026-07-31,present
A005280,S0168,G024,2026-07-31,present
A005281,S0172,G024,2026-07-31,present
A005282,S0173,G024,2026-07-31,present
A005283,S0235,G024,2026-07-31,present
A005284,S0245,G024,2026-07-31,present
A005285,S0247,G024,2026-07-31,present
A005286,S0259,G024,2026-07-31,present
A005287,S0029,G024,2026-08-04,present
A005288,S0089,G024,2026-08-04,present
A005289,S0097,G024,2026-08-04,present
A005290,S0146,G024,2026-08-04,present
A005291,S0168,G024,2026-08-04,present
A005292,S0172,G024,2026-08-04,present
A005293,S0173,G024,2026-08-04,absent
A005294,S0235,G024,2026-08-04,present
A005295,S0245,G024,2026-08-04,present
A005296,S0247,G024,2026-08-04,present
A005297,S0259,G024,2026-08-04,present
A005298,S0029,G024,2026-08-06,present
A005299,S0089,G024,2026-08-06,present
A005300,S0097,G024,2026-08-06,present
A005301,S0146,G024,2026-08-06,present
A005302,S0168,G024,2026-08-06,excused
A005303,S0172,G024,2026-08-06,absent
A005304,S0173,G024,2026-08-06,late
A005305,S0235,G024,2026-08-06,present
A005306,S0245,G024,2026-08-06,present
A005307,S0247,G024,2026-08-06,present
A005308,S0259,G024,2026-08-06,present
A005309,S0029,G024,2026-08-08,present
A005310,S0089,G024,2026-08-08,present
A005311,S0097,G024,2026-08-08,excused
A005312,S0146,G024,2026-08-08,late
A005313,S0168,G024,2026-08-08,present
A005314,S0172,G024,2026-08-08,late
A005315,S0173,G024,2026-08-08,late
A005316,S0235,G024,2026-08-08,present
A005317,S0245,G024,2026-08-08,present
A005318,S0247,G024,2026-08-08,present
A005319,S0259,G024,2026-08-08,present
A005320,S0029,G024,2026-08-10,present
A005321,S0089,G024,2026-08-10,present
A005322,S0097,G024,2026-08-10,present
A005323,S0146,G024,2026-08-10,present
A005324,S0168,G024,2026-08-10,present
A005325,S0172,G024,2026-08-10,present
A005326,S0173,G024,2026-08-10,absent
A005327,S0235,G024,2026-08-10,present
A005328,S0245,G024,2026-08-10,present
A005329,S0247,G024,2026-08-10,present
A005330,S0259,G024,2026-08-10,present
A005331,S0262,G025,2026-06-18,present
A005332,S0262,G025,2026-06-19,present
A005333,S0083,G025,2026-06-20,present
A005334,S0203,G025,2026-06-20,present
A005335,S0262,G025,2026-06-20,present
A005336,S0014,G025,2026-06-22,present
A005337,S0083,G025,2026-06-22,excused
A005338,S0203,G025,2026-06-22,present
A005339,S0262,G025,2026-06-22,present
A005340,S0014,G025,2026-06-23,absent
A005341,S0083,G025,2026-06-23,present
A005342,S0203,G025,2026-06-23,present
A005343,S0262,G025,2026-06-23,excused
A005344,S0014,G025,2026-06-24,present
A005345,S0083,G025,2026-06-24,present
A005346,S0203,G025,2026-06-24,absent
A005347,S0262,G025,2026-06-24,late
A005348,S0014,G025,2026-06-25,present
A005349,S0083,G025,2026-06-25,present
A005350,S0203,G025,2026-06-25,present
A005351,S0262,G025,2026-06-25,present
A005352,S0014,G025,2026-06-26,present
A005353,S0083,G025,2026-06-26,excused
A005354,S0203,G025,2026-06-26,present
A005355,S0262,G025,2026-06-26,absent
A005356,S0014,G025,2026-06-27,absent
A005357,S0083,G025,2026-06-27,present
A005358,S0203,G025,2026-06-27,present
A005359,S0262,G025,2026-06-27,present
A005360,S0014,G025,2026-06-29,present
A005361,S0061,G025,2026-06-29,present
A005362,S0083,G025,2026-06-29,present
A005363,S0203,G025,2026-06-29,present
A005364,S0262,G025,2026-06-29,present
A005365,S0014,G025,2026-06-30,present
A005366,S0061,G025,2026-06-30,present
A005367,S0083,G025,2026-06-30,present
A005368,S0203,G025,2026-06-30,late
A005369,S0262,G025,2026-06-30,present
A005370,S0014,G025,2026-07-01,present
A005371,S0061,G025,2026-07-01,excused
A005372,S0083,G025,2026-07-01,present
A005373,S0203,G025,2026-07-01,excused
A005374,S0262,G025,2026-07-01,present
A005375,S0014,G025,2026-07-02,present
A005376,S0061,G025,2026-07-02,absent
A005377,S0083,G025,2026-07-02,present
A005378,S0203,G025,2026-07-02,late
A005379,S0262,G025,2026-07-02,present
A005380,S0014,G025,2026-07-03,present
A005381,S0049,G025,2026-07-03,present
A005382,S0061,G025,2026-07-03,present
A005383,S0083,G025,2026-07-03,present
A005384,S0203,G025,2026-07-03,present
A005385,S0262,G025,2026-07-03,present
A005386,S0014,G025,2026-07-04,present
A005387,S0049,G025,2026-07-04,present
A005388,S0061,G025,2026-07-04,present
A005389,S0083,G025,2026-07-04,present
A005390,S0203,G025,2026-07-04,present
A005391,S0262,G025,2026-07-04,absent
A005392,S0014,G025,2026-07-06,present
A005393,S0049,G025,2026-07-06,present
A005394,S0061,G025,2026-07-06,present
A005395,S0083,G025,2026-07-06,present
A005396,S0203,G025,2026-07-06,present
A005397,S0262,G025,2026-07-06,present
A005398,S0014,G025,2026-07-07,present
A005399,S0049,G025,2026-07-07,absent
A005400,S0061,G025,2026-07-07,present
A005401,S0083,G025,2026-07-07,present
A005402,S0203,G025,2026-07-07,present
A005403,S0262,G025,2026-07-07,present
A005404,S0014,G025,2026-07-08,present
A005405,S0049,G025,2026-07-08,present
A005406,S0061,G025,2026-07-08,present
A005407,S0083,G025,2026-07-08,present
A005408,S0203,G025,2026-07-08,present
A005409,S0262,G025,2026-07-08,late
A005410,S0014,G025,2026-07-09,present
A005411,S0049,G025,2026-07-09,late
A005412,S0061,G025,2026-07-09,late
A005413,S0083,G025,2026-07-09,present
A005414,S0203,G025,2026-07-09,absent
A005415,S0262,G025,2026-07-09,late
A005416,S0014,G025,2026-07-10,present
A005417,S0049,G025,2026-07-10,present
A005418,S0061,G025,2026-07-10,present
A005419,S0083,G025,2026-07-10,present
A005420,S0203,G025,2026-07-10,present
A005421,S0262,G025,2026-07-10,present
A005422,S0014,G025,2026-07-11,present
A005423,S0049,G025,2026-07-11,present
A005424,S0061,G025,2026-07-11,present
A005425,S0083,G025,2026-07-11,present
A005426,S0203,G025,2026-07-11,present
A005427,S0262,G025,2026-07-11,excused
A005428,S0014,G025,2026-07-13,absent
A005429,S0049,G025,2026-07-13,present
A005430,S0061,G025,2026-07-13,absent
A005431,S0083,G025,2026-07-13,absent
A005432,S0203,G025,2026-07-13,absent
A005433,S0262,G025,2026-07-13,absent
A005434,S0014,G025,2026-07-14,present
A005435,S0049,G025,2026-07-14,present
A005436,S0061,G025,2026-07-14,absent
A005437,S0083,G025,2026-07-14,absent
A005438,S0203,G025,2026-07-14,present
A005439,S0262,G025,2026-07-14,present
A005440,S0014,G025,2026-07-15,present
A005441,S0049,G025,2026-07-15,present
A005442,S0061,G025,2026-07-15,present
A005443,S0083,G025,2026-07-15,present
A005444,S0203,G025,2026-07-15,present
A005445,S0262,G025,2026-07-15,present
A005446,S0014,G025,2026-07-16,present
A005447,S0049,G025,2026-07-16,present
A005448,S0061,G025,2026-07-16,present
A005449,S0083,G025,2026-07-16,present
A005450,S0087,G025,2026-07-16,present
A005451,S0203,G025,2026-07-16,present
A005452,S0262,G025,2026-07-16,present
A005453,S0014,G025,2026-07-17,present
A005454,S0049,G025,2026-07-17,absent
A005455,S0061,G025,2026-07-17,present
A005456,S0083,G025,2026-07-17,present
A005457,S0087,G025,2026-07-17,present
A005458,S0203,G025,2026-07-17,present
A005459,S0262,G025,2026-07-17,present
A005460,S0014,G025,2026-07-18,present
A005461,S0049,G025,2026-07-18,absent
A005462,S0061,G025,2026-07-18,present
A005463,S0083,G025,2026-07-18,absent
A005464,S0087,G025,2026-07-18,late
A005465,S0203,G025,2026-07-18,present
A005466,S0262,G025,2026-07-18,late
A005467,S0014,G025,2026-07-20,present
A005468,S0049,G025,2026-07-20,present
A005469,S0061,G025,2026-07-20,present
A005470,S0063,G025,2026-07-20,present
A005471,S0083,G025,2026-07-20,present
A005472,S0087,G025,2026-07-20,present
A005473,S0203,G025,2026-07-20,present
A005474,S0262,G025,2026-07-20,present
A005475,S0280,G025,2026-07-20,present
A005476,S0014,G025,2026-07-21,present
A005477,S0049,G025,2026-07-21,excused
A005478,S0061,G025,2026-07-21,present
A005479,S0063,G025,2026-07-21,excused
A005480,S0083,G025,2026-07-21,present
A005481,S0087,G025,2026-07-21,present
A005482,S0203,G025,2026-07-21,present
A005483,S0262,G025,2026-07-21,present
A005484,S0280,G025,2026-07-21,present
A005485,S0014,G025,2026-07-22,present
A005486,S0049,G025,2026-07-22,absent
A005487,S0061,G025,2026-07-22,present
A005488,S0063,G025,2026-07-22,present
A005489,S0083,G025,2026-07-22,present
A005490,S0087,G025,2026-07-22,present
A005491,S0203,G025,2026-07-22,excused
A005492,S0262,G025,2026-07-22,present
A005493,S0280,G025,2026-07-22,present
A005494,S0014,G025,2026-07-23,excused
A005495,S0049,G025,2026-07-23,excused
A005496,S0061,G025,2026-07-23,absent
A005497,S0063,G025,2026-07-23,absent
A005498,S0083,G025,2026-07-23,present
A005499,S0087,G025,2026-07-23,present
A005500,S0203,G025,2026-07-23,present
A005501,S0262,G025,2026-07-23,present
A005502,S0280,G025,2026-07-23,absent
A005503,S0014,G025,2026-07-24,present
A005504,S0049,G025,2026-07-24,present
A005505,S0061,G025,2026-07-24,present
A005506,S0063,G025,2026-07-24,present
A005507,S0083,G025,2026-07-24,present
A005508,S0087,G025,2026-07-24,present
A005509,S0203,G025,2026-07-24,present
A005510,S0262,G025,2026-07-24,present
A005511,S0280,G025,2026-07-24,present
A005512,S0014,G025,2026-07-25,present
A005513,S0049,G025,2026-07-25,present
A005514,S0061,G025,2026-07-25,present
A005515,S0063,G025,2026-07-25,present
A005516,S0083,G025,2026-07-25,present
A005517,S0087,G025,2026-07-25,present
A005518,S0203,G025,2026-07-25,absent
A005519,S0241,G025,2026-07-25,present
A005520,S0262,G025,2026-07-25,present
A005521,S0280,G025,2026-07-25,present
A005522,S0014,G025,2026-07-27,absent
A005523,S0049,G025,2026-07-27,present
A005524,S0061,G025,2026-07-27,excused
A005525,S0063,G025,2026-07-27,present
A005526,S0083,G025,2026-07-27,absent
A005527,S0087,G025,2026-07-27,present
A005528,S0203,G025,2026-07-27,present
A005529,S0241,G025,2026-07-27,present
A005530,S0262,G025,2026-07-27,present
A005531,S0280,G025,2026-07-27,absent
A005532,S0014,G025,2026-07-28,present
A005533,S0049,G025,2026-07-28,present
A005534,S0061,G025,2026-07-28,present
A005535,S0063,G025,2026-07-28,present
A005536,S0083,G025,2026-07-28,present
A005537,S0087,G025,2026-07-28,present
A005538,S0203,G025,2026-07-28,present
A005539,S0241,G025,2026-07-28,present
A005540,S0262,G025,2026-07-28,present
A005541,S0280,G025,2026-07-28,absent
A005542,S0014,G025,2026-07-29,present
A005543,S0049,G025,2026-07-29,present
A005544,S0061,G025,2026-07-29,present
A005545,S0063,G025,2026-07-29,present
A005546,S0083,G025,2026-07-29,late
A005547,S0087,G025,2026-07-29,excused
A005548,S0203,G025,2026-07-29,absent
A005549,S0241,G025,2026-07-29,present
A005550,S0262,G025,2026-07-29,present
A005551,S0280,G025,2026-07-29,present
A005552,S0014,G025,2026-07-30,present
A005553,S0049,G025,2026-07-30,absent
A005554,S0061,G025,2026-07-30,absent
A005555,S0063,G025,2026-07-30,present
A005556,S0083,G025,2026-07-30,absent
A005557,S0087,G025,2026-07-30,late
A005558,S0203,G025,2026-07-30,present
A005559,S0241,G025,2026-07-30,present
A005560,S0262,G025,2026-07-30,absent
A005561,S0280,G025,2026-07-30,present
A005562,S0014,G025,2026-07-31,present
A005563,S0049,G025,2026-07-31,present
A005564,S0061,G025,2026-07-31,absent
A005565,S0063,G025,2026-07-31,absent
A005566,S0083,G025,2026-07-31,present
A005567,S0087,G025,2026-07-31,absent
A005568,S0203,G025,2026-07-31,present
A005569,S0241,G025,2026-07-31,present
A005570,S0262,G025,2026-07-31,present
A005571,S0280,G025,2026-07-31,present
A005572,S0014,G025,2026-08-01,present
A005573,S0049,G025,2026-08-01,present
A005574,S0061,G025,2026-08-01,present
A005575,S0063,G025,2026-08-01,present
A005576,S0083,G025,2026-08-01,present
A005577,S0087,G025,2026-08-01,present
A005578,S0203,G025,2026-08-01,present
A005579,S0241,G025,2026-08-01,present
A005580,S0262,G025,2026-08-01,absent
A005581,S0280,G025,2026-08-01,absent
A005582,S0014,G025,2026-08-03,present
A005583,S0049,G025,2026-08-03,present
A005584,S0061,G025,2026-08-03,present
A005585,S0063,G025,2026-08-03,present
A005586,S0083,G025,2026-08-03,present
A005587,S0087,G025,2026-08-03,present
A005588,S0203,G025,2026-08-03,present
A005589,S0241,G025,2026-08-03,present
A005590,S0250,G025,2026-08-03,present
A005591,S0262,G025,2026-08-03,present
A005592,S0280,G025,2026-08-03,present
A005593,S0014,G025,2026-08-04,present
A005594,S0049,G025,2026-08-04,present
A005595,S0061,G025,2026-08-04,excused
A005596,S0063,G025,2026-08-04,present
A005597,S0083,G025,2026-08-04,absent
A005598,S0087,G025,2026-08-04,present
A005599,S0203,G025,2026-08-04,present
A005600,S0241,G025,2026-08-04,present
A005601,S0250,G025,2026-08-04,present
A005602,S0262,G025,2026-08-04,present
A005603,S0280,G025,2026-08-04,present
A005604,S0014,G025,2026-08-05,present
A005605,S0049,G025,2026-08-05,present
A005606,S0061,G025,2026-08-05,present
A005607,S0063,G025,2026-08-05,absent
A005608,S0083,G025,2026-08-05,present
A005609,S0087,G025,2026-08-05,present
A005610,S0203,G025,2026-08-05,excused
A005611,S0241,G025,2026-08-05,excused
A005612,S0250,G025,2026-08-05,present
A005613,S0262,G025,2026-08-05,present
A005614,S0280,G025,2026-08-05,present
A005615,S0196,G026,2026-05-11,present
A005616,S0196,G026,2026-05-13,excused
A005617,S0196,G026,2026-05-15,present
A005618,S0196,G026,2026-05-19,present
A005619,S0115,G026,2026-05-21,late
A005620,S0196,G026,2026-05-21,present
A005621,S0115,G026,2026-05-23,excused
A005622,S0196,G026,2026-05-23,present
A005623,S0115,G026,2026-05-25,present
A005624,S0196,G026,2026-05-25,late
A005625,S0102,G026,2026-05-27,present
A005626,S0115,G026,2026-05-27,present
A005627,S0176,G026,2026-05-27,present
A005628,S0196,G026,2026-05-27,present
A005629,S0102,G026,2026-05-29,present
A005630,S0115,G026,2026-05-29,absent
A005631,S0176,G026,2026-05-29,excused
A005632,S0196,G026,2026-05-29,present
A005633,S0102,G026,2026-06-02,present
A005634,S0115,G026,2026-06-02,present
A005635,S0176,G026,2026-06-02,excused
A005636,S0196,G026,2026-06-02,present
A005637,S0102,G026,2026-06-04,excused
A005638,S0115,G026,2026-06-04,late
A005639,S0176,G026,2026-06-04,present
A005640,S0196,G026,2026-06-04,present
A005641,S0102,G026,2026-06-06,present
A005642,S0115,G026,2026-06-06,present
A005643,S0176,G026,2026-06-06,present
A005644,S0196,G026,2026-06-06,present
A005645,S0102,G026,2026-06-08,present
A005646,S0115,G026,2026-06-08,absent
A005647,S0176,G026,2026-06-08,present
A005648,S0196,G026,2026-06-08,present
A005649,S0102,G026,2026-06-10,present
A005650,S0115,G026,2026-06-10,present
A005651,S0176,G026,2026-06-10,present
A005652,S0196,G026,2026-06-10,present
A005653,S0238,G026,2026-06-10,present
A005654,S0102,G026,2026-06-12,present
A005655,S0115,G026,2026-06-12,present
A005656,S0176,G026,2026-06-12,present
A005657,S0196,G026,2026-06-12,absent
A005658,S0238,G026,2026-06-12,present
A005659,S0102,G026,2026-06-16,excused
A005660,S0115,G026,2026-06-16,present
A005661,S0176,G026,2026-06-16,late
A005662,S0196,G026,2026-06-16,present
A005663,S0238,G026,2026-06-16,excused
A005664,S0102,G026,2026-06-18,present
A005665,S0115,G026,2026-06-18,present
A005666,S0176,G026,2026-06-18,absent
A005667,S0196,G026,2026-06-18,present
A005668,S0238,G026,2026-06-18,present
A005669,S0102,G026,2026-06-20,present
A005670,S0115,G026,2026-06-20,absent
A005671,S0176,G026,2026-06-20,present
A005672,S0196,G026,2026-06-20,absent
A005673,S0238,G026,2026-06-20,present
A005674,S0102,G026,2026-06-22,excused
A005675,S0115,G026,2026-06-22,absent
A005676,S0176,G026,2026-06-22,present
A005677,S0196,G026,2026-06-22,present
A005678,S0238,G026,2026-06-22,present
A005679,S0102,G026,2026-06-24,present
A005680,S0115,G026,2026-06-24,present
A005681,S0176,G026,2026-06-24,present
A005682,S0196,G026,2026-06-24,present
A005683,S0238,G026,2026-06-24,present
A005684,S0016,G026,2026-06-26,present
A005685,S0102,G026,2026-06-26,late
A005686,S0115,G026,2026-06-26,present
A005687,S0176,G026,2026-06-26,present
A005688,S0196,G026,2026-06-26,late
A005689,S0238,G026,2026-06-26,present
A005690,S0016,G026,2026-06-30,present
A005691,S0102,G026,2026-06-30,late
A005692,S0115,G026,2026-06-30,present
A005693,S0176,G026,2026-06-30,absent
A005694,S0196,G026,2026-06-30,late
A005695,S0238,G026,2026-06-30,present
A005696,S0016,G026,2026-07-02,absent
A005697,S0102,G026,2026-07-02,present
A005698,S0115,G026,2026-07-02,excused
A005699,S0176,G026,2026-07-02,present
A005700,S0196,G026,2026-07-02,absent
A005701,S0238,G026,2026-07-02,present
A005702,S0016,G026,2026-07-04,present
A005703,S0102,G026,2026-07-04,present
A005704,S0115,G026,2026-07-04,excused
A005705,S0176,G026,2026-07-04,present
A005706,S0196,G026,2026-07-04,present
A005707,S0238,G026,2026-07-04,excused
A005708,S0016,G026,2026-07-06,present
A005709,S0102,G026,2026-07-06,present
A005710,S0115,G026,2026-07-06,present
A005711,S0176,G026,2026-07-06,late
A005712,S0196,G026,2026-07-06,excused
A005713,S0238,G026,2026-07-06,present
A005714,S0016,G026,2026-07-08,absent
A005715,S0102,G026,2026-07-08,present
A005716,S0115,G026,2026-07-08,present
A005717,S0176,G026,2026-07-08,present
A005718,S0196,G026,2026-07-08,present
A005719,S0238,G026,2026-07-08,present
A005720,S0016,G026,2026-07-10,present
A005721,S0102,G026,2026-07-10,present
A005722,S0115,G026,2026-07-10,present
A005723,S0176,G026,2026-07-10,late
A005724,S0196,G026,2026-07-10,present
A005725,S0238,G026,2026-07-10,present
A005726,S0016,G026,2026-07-14,present
A005727,S0102,G026,2026-07-14,absent
A005728,S0115,G026,2026-07-14,present
A005729,S0176,G026,2026-07-14,late
A005730,S0196,G026,2026-07-14,present
A005731,S0238,G026,2026-07-14,present
A005732,S0016,G026,2026-07-16,present
A005733,S0102,G026,2026-07-16,present
A005734,S0115,G026,2026-07-16,present
A005735,S0117,G026,2026-07-16,absent
A005736,S0176,G026,2026-07-16,present
A005737,S0196,G026,2026-07-16,present
A005738,S0238,G026,2026-07-16,present
A005739,S0016,G026,2026-07-18,present
A005740,S0102,G026,2026-07-18,present
A005741,S0115,G026,2026-07-18,present
A005742,S0117,G026,2026-07-18,late
A005743,S0176,G026,2026-07-18,present
A005744,S0196,G026,2026-07-18,late
A005745,S0238,G026,2026-07-18,present
A005746,S0016,G026,2026-07-20,absent
A005747,S0102,G026,2026-07-20,excused
A005748,S0115,G026,2026-07-20,present
A005749,S0117,G026,2026-07-20,present
A005750,S0176,G026,2026-07-20,absent
A005751,S0196,G026,2026-07-20,present
A005752,S0226,G026,2026-07-20,present
A005753,S0238,G026,2026-07-20,present
A005754,S0016,G026,2026-07-22,absent
A005755,S0102,G026,2026-07-22,present
A005756,S0115,G026,2026-07-22,present
A005757,S0117,G026,2026-07-22,present
A005758,S0176,G026,2026-07-22,present
A005759,S0196,G026,2026-07-22,present
A005760,S0226,G026,2026-07-22,present
A005761,S0238,G026,2026-07-22,absent
A005762,S0016,G026,2026-07-24,late
A005763,S0102,G026,2026-07-24,late
A005764,S0115,G026,2026-07-24,excused
A005765,S0117,G026,2026-07-24,present
A005766,S0176,G026,2026-07-24,present
A005767,S0196,G026,2026-07-24,present
A005768,S0226,G026,2026-07-24,present
A005769,S0238,G026,2026-07-24,excused
A005770,S0016,G026,2026-07-28,present
A005771,S0102,G026,2026-07-28,present
A005772,S0115,G026,2026-07-28,present
A005773,S0117,G026,2026-07-28,present
A005774,S0176,G026,2026-07-28,absent
A005775,S0196,G026,2026-07-28,present
A005776,S0226,G026,2026-07-28,present
A005777,S0238,G026,2026-07-28,excused
A005778,S0016,G026,2026-07-30,present
A005779,S0102,G026,2026-07-30,present
A005780,S0115,G026,2026-07-30,present
A005781,S0117,G026,2026-07-30,present
A005782,S0176,G026,2026-07-30,present
A005783,S0196,G026,2026-07-30,present
A005784,S0226,G026,2026-07-30,present
A005785,S0238,G026,2026-07-30,present
A005786,S0016,G026,2026-08-01,absent
A005787,S0102,G026,2026-08-01,present
A005788,S0115,G026,2026-08-01,excused
A005789,S0117,G026,2026-08-01,present
A005790,S0176,G026,2026-08-01,late
A005791,S0196,G026,2026-08-01,late
A005792,S0226,G026,2026-08-01,present
A005793,S0238,G026,2026-08-01,present
A005794,S0016,G026,2026-08-03,absent
A005795,S0102,G026,2026-08-03,present
A005796,S0115,G026,2026-08-03,late
A005797,S0117,G026,2026-08-03,present
A005798,S0176,G026,2026-08-03,late
A005799,S0196,G026,2026-08-03,present
A005800,S0226,G026,2026-08-03,present
A005801,S0238,G026,2026-08-03,present
A005802,S0273,G026,2026-08-03,present
A005803,S0016,G026,2026-08-05,present
A005804,S0102,G026,2026-08-05,present
A005805,S0115,G026,2026-08-05,absent
A005806,S0117,G026,2026-08-05,present
A005807,S0132,G026,2026-08-05,present
A005808,S0176,G026,2026-08-05,late
A005809,S0196,G026,2026-08-05,late
A005810,S0226,G026,2026-08-05,absent
